#=====================================================
#
# 起伏地面の情報[Elevation.txt]
# Author：小原立暉
#
#=====================================================
#=====================================================
# 起伏地面の設定
#=====================================================
SET_ELEVATION
	POS = 0.00 0.00 0.00
	ROT = 0.00 0.00 0.00
	SIZE = 10000.00 10000.00
	WIDTH = 50
	DEPTH = 50
	TEXTURE = data\TEXTURE\GrassLand.png
	ELEV = 
		-5000.00 0.00 -4200.00  -4800.00 0.00 -4200.00  -4600.00 0.00 -4200.00  -4400.00 0.00 -4200.00  -4200.00 0.00 -4200.00  -4000.00 0.00 -4200.00  -3800.00 0.00 -4200.00  -3600.00 0.00 -4200.00  -3400.00 0.00 -4200.00  -3200.00 0.00 -4200.00  -3000.00 0.00 -4200.00  -2800.00 0.00 -4200.00  -2600.00 0.00 -4200.00  -2400.00 0.00 -4200.00  -2200.00 0.00 -4200.00  -2000.00 0.00 -4200.00  -1800.00 0.00 -4200.00  -1600.00 0.00 -4200.00  -1400.00 0.00 -4200.00  -1200.00 0.00 -4200.00  -1000.00 0.00 -4200.00  -800.00 0.00 -4200.00  -600.00 0.00 -4200.00  -400.00 0.00 -4200.00  -200.00 0.00 -4200.00  0.00 0.00 -4200.00  200.00 0.00 -4200.00  400.00 0.00 -4200.00  600.00 0.00 -4200.00  800.00 0.00 -4200.00  1000.00 0.00 -4200.00  1200.00 0.00 -4200.00  1400.00 0.00 -4200.00  1600.00 0.00 -4200.00  1800.00 0.00 -4200.00  2000.00 0.00 -4200.00  2200.00 0.00 -4200.00  2400.00 0.00 -4200.00  2600.00 0.00 -4200.00  2800.00 0.00 -4200.00  3000.00 0.00 -4200.00  3200.00 0.00 -4200.00  3400.00 0.00 -4200.00  3600.00 0.00 -4200.00  3800.00 0.00 -4200.00  4000.00 0.00 -4200.00  4200.00 0.00 -4200.00  4400.00 0.00 -4200.00  4600.00 0.00 -4200.00  4800.00 0.00 -4200.00  5000.00 0.00 -4200.00  
		-5000.00 0.00 -4400.00  -4800.00 0.00 -4400.00  -4600.00 0.00 -4400.00  -4400.00 0.00 -4400.00  -4200.00 0.00 -4400.00  -4000.00 0.00 -4400.00  -3800.00 0.00 -4400.00  -3600.00 0.00 -4400.00  -3400.00 0.00 -4400.00  -3200.00 0.00 -4400.00  -3000.00 0.00 -4400.00  -2800.00 0.00 -4400.00  -2600.00 0.00 -4400.00  -2400.00 0.00 -4400.00  -2200.00 0.00 -4400.00  -2000.00 0.00 -4400.00  -1800.00 0.00 -4400.00  -1600.00 0.00 -4400.00  -1400.00 0.00 -4400.00  -1200.00 0.00 -4400.00  -1000.00 0.00 -4400.00  -800.00 0.00 -4400.00  -600.00 0.00 -4400.00  -400.00 0.00 -4400.00  -200.00 0.00 -4400.00  0.00 0.00 -4400.00  200.00 0.00 -4400.00  400.00 0.00 -4400.00  600.00 0.00 -4400.00  800.00 0.00 -4400.00  1000.00 0.00 -4400.00  1200.00 0.00 -4400.00  1400.00 0.00 -4400.00  1600.00 0.00 -4400.00  1800.00 0.00 -4400.00  2000.00 0.00 -4400.00  2200.00 0.00 -4400.00  2400.00 0.00 -4400.00  2600.00 0.00 -4400.00  2800.00 0.00 -4400.00  3000.00 0.00 -4400.00  3200.00 0.00 -4400.00  3400.00 0.00 -4400.00  3600.00 0.00 -4400.00  3800.00 0.00 -4400.00  4000.00 0.00 -4400.00  4200.00 0.00 -4400.00  4400.00 0.00 -4400.00  4600.00 0.00 -4400.00  4800.00 0.00 -4400.00  5000.00 0.00 -4400.00  
		-5000.00 0.00 -4600.00  -4800.00 0.00 -4600.00  -4600.00 0.00 -4600.00  -4400.00 0.00 -4600.00  -4200.00 0.00 -4600.00  -4000.00 0.00 -4600.00  -3800.00 0.00 -4600.00  -3600.00 0.00 -4600.00  -3400.00 0.00 -4600.00  -3200.00 0.00 -4600.00  -3000.00 0.00 -4600.00  -2800.00 0.00 -4600.00  -2600.00 0.00 -4600.00  -2400.00 0.00 -4600.00  -2200.00 0.00 -4600.00  -2000.00 0.00 -4600.00  -1800.00 0.00 -4600.00  -1600.00 0.00 -4600.00  -1400.00 0.00 -4600.00  -1200.00 0.00 -4600.00  -1000.00 0.00 -4600.00  -800.00 0.00 -4600.00  -600.00 0.00 -4600.00  -400.00 0.00 -4600.00  -200.00 0.00 -4600.00  0.00 0.00 -4600.00  200.00 0.00 -4600.00  400.00 0.00 -4600.00  600.00 0.00 -4600.00  800.00 0.00 -4600.00  1000.00 0.00 -4600.00  1200.00 0.00 -4600.00  1400.00 0.00 -4600.00  1600.00 0.00 -4600.00  1800.00 0.00 -4600.00  2000.00 0.00 -4600.00  2200.00 0.00 -4600.00  2400.00 0.00 -4600.00  2600.00 0.00 -4600.00  2800.00 0.00 -4600.00  3000.00 0.00 -4600.00  3200.00 0.00 -4600.00  3400.00 0.00 -4600.00  3600.00 0.00 -4600.00  3800.00 0.00 -4600.00  4000.00 0.00 -4600.00  4200.00 0.00 -4600.00  4400.00 0.00 -4600.00  4600.00 0.00 -4600.00  4800.00 0.00 -4600.00  5000.00 0.00 -4600.00  
		-5000.00 0.00 -4800.00  -4800.00 0.00 -4800.00  -4600.00 0.00 -4800.00  -4400.00 0.00 -4800.00  -4200.00 0.00 -4800.00  -4000.00 0.00 -4800.00  -3800.00 0.00 -4800.00  -3600.00 0.00 -4800.00  -3400.00 0.00 -4800.00  -3200.00 0.00 -4800.00  -3000.00 0.00 -4800.00  -2800.00 0.00 -4800.00  -2600.00 0.00 -4800.00  -2400.00 0.00 -4800.00  -2200.00 0.00 -4800.00  -2000.00 0.00 -4800.00  -1800.00 0.00 -4800.00  -1600.00 0.00 -4800.00  -1400.00 0.00 -4800.00  -1200.00 0.00 -4800.00  -1000.00 0.00 -4800.00  -800.00 0.00 -4800.00  -600.00 0.00 -4800.00  -400.00 0.00 -4800.00  -200.00 0.00 -4800.00  0.00 0.00 -4800.00  200.00 0.00 -4800.00  400.00 0.00 -4800.00  600.00 0.00 -4800.00  800.00 0.00 -4800.00  1000.00 0.00 -4800.00  1200.00 0.00 -4800.00  1400.00 0.00 -4800.00  1600.00 0.00 -4800.00  1800.00 0.00 -4800.00  2000.00 0.00 -4800.00  2200.00 0.00 -4800.00  2400.00 0.00 -4800.00  2600.00 0.00 -4800.00  2800.00 0.00 -4800.00  3000.00 0.00 -4800.00  3200.00 0.00 -4800.00  3400.00 0.00 -4800.00  3600.00 0.00 -4800.00  3800.00 0.00 -4800.00  4000.00 0.00 -4800.00  4200.00 0.00 -4800.00  4400.00 0.00 -4800.00  4600.00 0.00 -4800.00  4800.00 0.00 -4800.00  5000.00 0.00 -4800.00  
		-5000.00 0.00 -5000.00  -4800.00 0.00 -5000.00  -4600.00 0.00 -5000.00  -4400.00 0.00 -5000.00  -4200.00 0.00 -5000.00  -4000.00 0.00 -5000.00  -3800.00 0.00 -5000.00  -3600.00 0.00 -5000.00  -3400.00 0.00 -5000.00  -3200.00 0.00 -5000.00  -3000.00 0.00 -5000.00  -2800.00 0.00 -5000.00  -2600.00 0.00 -5000.00  -2400.00 0.00 -5000.00  -2200.00 0.00 -5000.00  -2000.00 0.00 -5000.00  -1800.00 0.00 -5000.00  -1600.00 0.00 -5000.00  -1400.00 0.00 -5000.00  -1200.00 0.00 -5000.00  -1000.00 0.00 -5000.00  -800.00 0.00 -5000.00  -600.00 0.00 -5000.00  -400.00 0.00 -5000.00  -200.00 0.00 -5000.00  0.00 0.00 -5000.00  200.00 0.00 -5000.00  400.00 0.00 -5000.00  600.00 0.00 -5000.00  800.00 0.00 -5000.00  1000.00 0.00 -5000.00  1200.00 0.00 -5000.00  1400.00 0.00 -5000.00  1600.00 0.00 -5000.00  1800.00 0.00 -5000.00  2000.00 0.00 -5000.00  2200.00 0.00 -5000.00  2400.00 0.00 -5000.00  2600.00 0.00 -5000.00  2800.00 0.00 -5000.00  3000.00 0.00 -5000.00  3200.00 0.00 -5000.00  3400.00 0.00 -5000.00  3600.00 0.00 -5000.00  3800.00 0.00 -5000.00  4000.00 0.00 -5000.00  4200.00 0.00 -5000.00  4400.00 0.00 -5000.00  4600.00 0.00 -5000.00  4800.00 0.00 -5000.00  5000.00 0.00 -5000.00  
END_SET_ELEVATION

#=====================================================
# 起伏地面の設定
#=====================================================
SET_ELEVATION
	POS = 0.00 0.00 0.00
	ROT = 0.00 0.00 0.00
	SIZE = 50000.00 50000.00
	WIDTH = 50
	DEPTH = 50
	TEXTURE = data\TEXTURE\sand.png
	ELEV = 
		-25000.00 -12.00 25000.00  -24000.00 -30.00 25000.00  -23000.00 -45.00 25000.00  -22000.00 -90.00 25000.00  -21000.00 -180.00 25000.00  -20000.00 -177.00 25000.00  -19000.00 -108.00 25000.00  -18000.00 -15.00 25000.00  -17000.00 -18.00 25000.00  -16000.00 -42.00 25000.00  -15000.00 -63.00 25000.00  -14000.00 -60.00 25000.00  -13000.00 -75.00 25000.00  -12000.00 -111.00 25000.00  -11000.00 -213.00 25000.00  -10000.00 -186.00 25000.00  -9000.00 -126.00 25000.00  -8000.00 0.00 25000.00  -7000.00 -57.00 25000.00  -6000.00 -99.00 25000.00  -5000.00 -180.00 25000.00  -4000.00 -135.00 25000.00  -3000.00 -93.00 25000.00  -2000.00 -18.00 25000.00  -1000.00 -39.00 25000.00  0.00 -72.00 25000.00  1000.00 -144.00 25000.00  2000.00 -123.00 25000.00  3000.00 -102.00 25000.00  4000.00 0.00 25000.00  5000.00 -84.00 25000.00  6000.00 -159.00 25000.00  7000.00 -159.00 25000.00  8000.00 -75.00 25000.00  9000.00 -60.00 25000.00  10000.00 0.00 25000.00  11000.00 0.00 25000.00  12000.00 0.00 25000.00  13000.00 -18.00 25000.00  14000.00 -18.00 25000.00  15000.00 -87.00 25000.00  16000.00 -72.00 25000.00  17000.00 -132.00 25000.00  18000.00 -132.00 25000.00  19000.00 -63.00 25000.00  20000.00 0.00 25000.00  21000.00 0.00 25000.00  22000.00 -174.00 25000.00  23000.00 -174.00 25000.00  24000.00 -174.00 25000.00  25000.00 0.00 25000.00  
		-25000.00 -12.00 24000.00  -24000.00 -30.00 24000.00  -23000.00 -60.00 24000.00  -22000.00 -105.00 24000.00  -21000.00 -219.00 24000.00  -20000.00 -219.00 24000.00  -19000.00 -174.00 24000.00  -18000.00 -66.00 24000.00  -17000.00 -51.00 24000.00  -16000.00 -63.00 24000.00  -15000.00 -78.00 24000.00  -14000.00 -99.00 24000.00  -13000.00 -114.00 24000.00  -12000.00 -135.00 24000.00  -11000.00 -261.00 24000.00  -10000.00 -252.00 24000.00  -9000.00 -207.00 24000.00  -8000.00 -45.00 24000.00  -7000.00 -114.00 24000.00  -6000.00 -144.00 24000.00  -5000.00 -234.00 24000.00  -4000.00 -156.00 24000.00  -3000.00 -147.00 24000.00  -2000.00 -72.00 24000.00  -1000.00 -93.00 24000.00  0.00 -105.00 24000.00  1000.00 -144.00 24000.00  2000.00 -123.00 24000.00  3000.00 -102.00 24000.00  4000.00 0.00 24000.00  5000.00 -90.00 24000.00  6000.00 -165.00 24000.00  7000.00 -177.00 24000.00  8000.00 -87.00 24000.00  9000.00 -90.00 24000.00  10000.00 -30.00 24000.00  11000.00 -60.00 24000.00  12000.00 -51.00 24000.00  13000.00 -60.00 24000.00  14000.00 -18.00 24000.00  15000.00 -105.00 24000.00  16000.00 -108.00 24000.00  17000.00 -168.00 24000.00  18000.00 -168.00 24000.00  19000.00 -84.00 24000.00  20000.00 -21.00 24000.00  21000.00 -21.00 24000.00  22000.00 -174.00 24000.00  23000.00 -213.00 24000.00  24000.00 -285.00 24000.00  25000.00 -111.00 24000.00  
		-25000.00 -48.00 23000.00  -24000.00 -84.00 23000.00  -23000.00 -114.00 23000.00  -22000.00 -123.00 23000.00  -21000.00 -249.00 23000.00  -20000.00 -261.00 23000.00  -19000.00 -216.00 23000.00  -18000.00 -84.00 23000.00  -17000.00 -51.00 23000.00  -16000.00 -87.00 23000.00  -15000.00 -147.00 23000.00  -14000.00 -294.00 23000.00  -13000.00 -294.00 23000.00  -12000.00 -273.00 23000.00  -11000.00 -261.00 23000.00  -10000.00 -252.00 23000.00  -9000.00 -207.00 23000.00  -8000.00 -87.00 23000.00  -7000.00 -180.00 23000.00  -6000.00 -234.00 23000.00  -5000.00 -321.00 23000.00  -4000.00 -231.00 23000.00  -3000.00 -198.00 23000.00  -2000.00 -96.00 23000.00  -1000.00 -117.00 23000.00  0.00 -195.00 23000.00  1000.00 -252.00 23000.00  2000.00 -213.00 23000.00  3000.00 -120.00 23000.00  4000.00 0.00 23000.00  5000.00 -117.00 23000.00  6000.00 -192.00 23000.00  7000.00 -216.00 23000.00  8000.00 -99.00 23000.00  9000.00 -123.00 23000.00  10000.00 -51.00 23000.00  11000.00 -81.00 23000.00  12000.00 -123.00 23000.00  13000.00 -132.00 23000.00  14000.00 -90.00 23000.00  15000.00 -144.00 23000.00  16000.00 -195.00 23000.00  17000.00 -255.00 23000.00  18000.00 -252.00 23000.00  19000.00 -195.00 23000.00  20000.00 -168.00 23000.00  21000.00 -144.00 23000.00  22000.00 -210.00 23000.00  23000.00 -213.00 23000.00  24000.00 -285.00 23000.00  25000.00 -111.00 23000.00  
		-25000.00 -36.00 22000.00  -24000.00 -120.00 22000.00  -23000.00 -189.00 22000.00  -22000.00 -153.00 22000.00  -21000.00 -123.00 22000.00  -20000.00 -84.00 22000.00  -19000.00 -108.00 22000.00  -18000.00 -69.00 22000.00  -17000.00 -33.00 22000.00  -16000.00 -45.00 22000.00  -15000.00 -90.00 22000.00  -14000.00 -252.00 22000.00  -13000.00 -237.00 22000.00  -12000.00 -174.00 22000.00  -11000.00 -48.00 22000.00  -10000.00 -66.00 22000.00  -9000.00 -81.00 22000.00  -8000.00 -87.00 22000.00  -7000.00 -135.00 22000.00  -6000.00 -168.00 22000.00  -5000.00 -219.00 22000.00  -4000.00 -162.00 22000.00  -3000.00 -150.00 22000.00  -2000.00 -99.00 22000.00  -1000.00 -123.00 22000.00  0.00 -243.00 22000.00  1000.00 -264.00 22000.00  2000.00 -240.00 22000.00  3000.00 -195.00 22000.00  4000.00 -129.00 22000.00  5000.00 -237.00 22000.00  6000.00 -135.00 22000.00  7000.00 -177.00 22000.00  8000.00 -96.00 22000.00  9000.00 -156.00 22000.00  10000.00 -120.00 22000.00  11000.00 -114.00 22000.00  12000.00 -186.00 22000.00  13000.00 -207.00 22000.00  14000.00 -186.00 22000.00  15000.00 -132.00 22000.00  16000.00 -174.00 22000.00  17000.00 -147.00 22000.00  18000.00 -120.00 22000.00  19000.00 -156.00 22000.00  20000.00 -201.00 22000.00  21000.00 -252.00 22000.00  22000.00 -141.00 22000.00  23000.00 -144.00 22000.00  24000.00 -171.00 22000.00  25000.00 -138.00 22000.00  
		-25000.00 -36.00 21000.00  -24000.00 -129.00 21000.00  -23000.00 -198.00 21000.00  -22000.00 -219.00 21000.00  -21000.00 -219.00 21000.00  -20000.00 -174.00 21000.00  -19000.00 -168.00 21000.00  -18000.00 -129.00 21000.00  -17000.00 -117.00 21000.00  -16000.00 -186.00 21000.00  -15000.00 -219.00 21000.00  -14000.00 -309.00 21000.00  -13000.00 -240.00 21000.00  -12000.00 -138.00 21000.00  -11000.00 -24.00 21000.00  -10000.00 -42.00 21000.00  -9000.00 -51.00 21000.00  -8000.00 -72.00 21000.00  -7000.00 -87.00 21000.00  -6000.00 -123.00 21000.00  -5000.00 -165.00 21000.00  -4000.00 -141.00 21000.00  -3000.00 -96.00 21000.00  -2000.00 -45.00 21000.00  -1000.00 -69.00 21000.00  0.00 -210.00 21000.00  1000.00 -258.00 21000.00  2000.00 -234.00 21000.00  3000.00 -189.00 21000.00  4000.00 -129.00 21000.00  5000.00 -174.00 21000.00  6000.00 -72.00 21000.00  7000.00 -114.00 21000.00  8000.00 -96.00 21000.00  9000.00 -138.00 21000.00  10000.00 -90.00 21000.00  11000.00 -54.00 21000.00  12000.00 -135.00 21000.00  13000.00 -165.00 21000.00  14000.00 -186.00 21000.00  15000.00 -114.00 21000.00  16000.00 -138.00 21000.00  17000.00 -111.00 21000.00  18000.00 -84.00 21000.00  19000.00 -156.00 21000.00  20000.00 -219.00 21000.00  21000.00 -270.00 21000.00  22000.00 -159.00 21000.00  23000.00 -105.00 21000.00  24000.00 -60.00 21000.00  25000.00 -27.00 21000.00  
		-25000.00 -129.00 20000.00  -24000.00 -216.00 20000.00  -23000.00 -285.00 20000.00  -22000.00 -213.00 20000.00  -21000.00 -204.00 20000.00  -20000.00 -147.00 20000.00  -19000.00 -141.00 20000.00  -18000.00 -147.00 20000.00  -17000.00 -153.00 20000.00  -16000.00 -198.00 20000.00  -15000.00 -150.00 20000.00  -14000.00 -114.00 20000.00  -13000.00 -60.00 20000.00  -12000.00 0.00 20000.00  -11000.00 -24.00 20000.00  -10000.00 -42.00 20000.00  -9000.00 -42.00 20000.00  -8000.00 -18.00 20000.00  -7000.00 -12.00 20000.00  -6000.00 -33.00 20000.00  -5000.00 -81.00 20000.00  -4000.00 -75.00 20000.00  -3000.00 -117.00 20000.00  -2000.00 -90.00 20000.00  -1000.00 -114.00 20000.00  0.00 -123.00 20000.00  1000.00 -153.00 20000.00  2000.00 -147.00 20000.00  3000.00 -171.00 20000.00  4000.00 -129.00 20000.00  5000.00 -147.00 20000.00  6000.00 -45.00 20000.00  7000.00 -135.00 20000.00  8000.00 -234.00 20000.00  9000.00 -294.00 20000.00  10000.00 -216.00 20000.00  11000.00 -120.00 20000.00  12000.00 -201.00 20000.00  13000.00 -201.00 20000.00  14000.00 -234.00 20000.00  15000.00 -159.00 20000.00  16000.00 -201.00 20000.00  17000.00 -177.00 20000.00  18000.00 -123.00 20000.00  19000.00 -168.00 20000.00  20000.00 -90.00 20000.00  21000.00 -180.00 20000.00  22000.00 -186.00 20000.00  23000.00 -255.00 20000.00  24000.00 -189.00 20000.00  25000.00 -120.00 20000.00  
		-25000.00 -174.00 19000.00  -24000.00 -216.00 19000.00  -23000.00 -198.00 19000.00  -22000.00 -126.00 19000.00  -21000.00 -234.00 19000.00  -20000.00 -219.00 19000.00  -19000.00 -213.00 19000.00  -18000.00 -147.00 19000.00  -17000.00 -153.00 19000.00  -16000.00 -198.00 19000.00  -15000.00 -150.00 19000.00  -14000.00 -129.00 19000.00  -13000.00 -93.00 19000.00  -12000.00 -66.00 19000.00  -11000.00 -75.00 19000.00  -10000.00 -75.00 19000.00  -9000.00 -138.00 19000.00  -8000.00 -114.00 19000.00  -7000.00 -96.00 19000.00  -6000.00 -27.00 19000.00  -5000.00 -27.00 19000.00  -4000.00 -57.00 19000.00  -3000.00 -138.00 19000.00  -2000.00 -162.00 19000.00  -1000.00 -210.00 19000.00  0.00 -123.00 19000.00  1000.00 -120.00 19000.00  2000.00 -51.00 19000.00  3000.00 -102.00 19000.00  4000.00 -150.00 19000.00  5000.00 -102.00 19000.00  6000.00 -96.00 19000.00  7000.00 -72.00 19000.00  8000.00 -162.00 19000.00  9000.00 -198.00 19000.00  10000.00 -144.00 19000.00  11000.00 -84.00 19000.00  12000.00 -222.00 19000.00  13000.00 -276.00 19000.00  14000.00 -333.00 19000.00  15000.00 -324.00 19000.00  16000.00 -171.00 19000.00  17000.00 -174.00 19000.00  18000.00 -150.00 19000.00  19000.00 -171.00 19000.00  20000.00 -84.00 19000.00  21000.00 -72.00 19000.00  22000.00 -81.00 19000.00  23000.00 -177.00 19000.00  24000.00 -156.00 19000.00  25000.00 -120.00 19000.00  
		-25000.00 -174.00 18000.00  -24000.00 -207.00 18000.00  -23000.00 -183.00 18000.00  -22000.00 -63.00 18000.00  -21000.00 -147.00 18000.00  -20000.00 -126.00 18000.00  -19000.00 -126.00 18000.00  -18000.00 -162.00 18000.00  -17000.00 -189.00 18000.00  -16000.00 -225.00 18000.00  -15000.00 -105.00 18000.00  -14000.00 -108.00 18000.00  -13000.00 -102.00 18000.00  -12000.00 -114.00 18000.00  -11000.00 -99.00 18000.00  -10000.00 -126.00 18000.00  -9000.00 -165.00 18000.00  -8000.00 -141.00 18000.00  -7000.00 -96.00 18000.00  -6000.00 -87.00 18000.00  -5000.00 -87.00 18000.00  -4000.00 -117.00 18000.00  -3000.00 -219.00 18000.00  -2000.00 -213.00 18000.00  -1000.00 -261.00 18000.00  0.00 -258.00 18000.00  1000.00 -225.00 18000.00  2000.00 -183.00 18000.00  3000.00 -186.00 18000.00  4000.00 -252.00 18000.00  5000.00 -141.00 18000.00  6000.00 -204.00 18000.00  7000.00 -294.00 18000.00  8000.00 -330.00 18000.00  9000.00 -351.00 18000.00  10000.00 -147.00 18000.00  11000.00 -114.00 18000.00  12000.00 -192.00 18000.00  13000.00 -276.00 18000.00  14000.00 -372.00 18000.00  15000.00 -381.00 18000.00  16000.00 -279.00 18000.00  17000.00 -315.00 18000.00  18000.00 -309.00 18000.00  19000.00 -297.00 18000.00  20000.00 -126.00 18000.00  21000.00 -78.00 18000.00  22000.00 -87.00 18000.00  23000.00 -180.00 18000.00  24000.00 -159.00 18000.00  25000.00 -123.00 18000.00  
		-25000.00 -258.00 17000.00  -24000.00 -237.00 17000.00  -23000.00 -159.00 17000.00  -22000.00 -147.00 17000.00  -21000.00 -225.00 17000.00  -20000.00 -180.00 17000.00  -19000.00 -198.00 17000.00  -18000.00 -171.00 17000.00  -17000.00 -168.00 17000.00  -16000.00 -147.00 17000.00  -15000.00 -63.00 17000.00  -14000.00 -102.00 17000.00  -13000.00 -114.00 17000.00  -12000.00 -129.00 17000.00  -11000.00 -93.00 17000.00  -10000.00 -102.00 17000.00  -9000.00 -126.00 17000.00  -8000.00 -123.00 17000.00  -7000.00 -96.00 17000.00  -6000.00 -87.00 17000.00  -5000.00 -150.00 17000.00  -4000.00 -192.00 17000.00  -3000.00 -309.00 17000.00  -2000.00 -240.00 17000.00  -1000.00 -288.00 17000.00  0.00 -297.00 17000.00  1000.00 -228.00 17000.00  2000.00 -219.00 17000.00  3000.00 -156.00 17000.00  4000.00 -336.00 17000.00  5000.00 -237.00 17000.00  6000.00 -270.00 17000.00  7000.00 -222.00 17000.00  8000.00 -345.00 17000.00  9000.00 -393.00 17000.00  10000.00 -261.00 17000.00  11000.00 -138.00 17000.00  12000.00 -63.00 17000.00  13000.00 -96.00 17000.00  14000.00 -108.00 17000.00  15000.00 -189.00 17000.00  16000.00 -195.00 17000.00  17000.00 -228.00 17000.00  18000.00 -246.00 17000.00  19000.00 -234.00 17000.00  20000.00 -144.00 17000.00  21000.00 -78.00 17000.00  22000.00 -57.00 17000.00  23000.00 -105.00 17000.00  24000.00 -75.00 17000.00  25000.00 -72.00 17000.00  
		-25000.00 -213.00 16000.00  -24000.00 -201.00 16000.00  -23000.00 -168.00 16000.00  -22000.00 -204.00 16000.00  -21000.00 -270.00 16000.00  -20000.00 -183.00 16000.00  -19000.00 -189.00 16000.00  -18000.00 -279.00 16000.00  -17000.00 -297.00 16000.00  -16000.00 -288.00 16000.00  -15000.00 -213.00 16000.00  -14000.00 -165.00 16000.00  -13000.00 -144.00 16000.00  -12000.00 -177.00 16000.00  -11000.00 -192.00 16000.00  -10000.00 -246.00 16000.00  -9000.00 -93.00 16000.00  -8000.00 -111.00 16000.00  -7000.00 -57.00 16000.00  -6000.00 -117.00 16000.00  -5000.00 -123.00 16000.00  -4000.00 -171.00 16000.00  -3000.00 -279.00 16000.00  -2000.00 -201.00 16000.00  -1000.00 -165.00 16000.00  0.00 -201.00 16000.00  1000.00 -159.00 16000.00  2000.00 -219.00 16000.00  3000.00 -156.00 16000.00  4000.00 -303.00 16000.00  5000.00 -246.00 16000.00  6000.00 -270.00 16000.00  7000.00 -120.00 16000.00  8000.00 -309.00 16000.00  9000.00 -225.00 16000.00  10000.00 -327.00 16000.00  11000.00 -153.00 16000.00  12000.00 -225.00 16000.00  13000.00 -183.00 16000.00  14000.00 -141.00 16000.00  15000.00 -195.00 16000.00  16000.00 -240.00 16000.00  17000.00 -294.00 16000.00  18000.00 -348.00 16000.00  19000.00 -366.00 16000.00  20000.00 -231.00 16000.00  21000.00 -129.00 16000.00  22000.00 -60.00 16000.00  23000.00 -309.00 16000.00  24000.00 -279.00 16000.00  25000.00 -273.00 16000.00  
		-25000.00 -213.00 15000.00  -24000.00 -201.00 15000.00  -23000.00 -147.00 15000.00  -22000.00 -174.00 15000.00  -21000.00 -387.00 15000.00  -20000.00 -321.00 15000.00  -19000.00 -327.00 15000.00  -18000.00 -198.00 15000.00  -17000.00 -180.00 15000.00  -16000.00 -171.00 15000.00  -15000.00 -273.00 15000.00  -14000.00 -228.00 15000.00  -13000.00 -252.00 15000.00  -12000.00 -255.00 15000.00  -11000.00 -297.00 15000.00  -10000.00 -279.00 15000.00  -9000.00 -108.00 15000.00  -8000.00 -84.00 15000.00  -7000.00 -57.00 15000.00  -6000.00 -117.00 15000.00  -5000.00 -165.00 15000.00  -4000.00 -279.00 15000.00  -3000.00 -354.00 15000.00  -2000.00 -225.00 15000.00  -1000.00 -213.00 15000.00  0.00 -207.00 15000.00  1000.00 -159.00 15000.00  2000.00 -180.00 15000.00  3000.00 -168.00 15000.00  4000.00 -315.00 15000.00  5000.00 -225.00 15000.00  6000.00 -270.00 15000.00  7000.00 -120.00 15000.00  8000.00 -204.00 15000.00  9000.00 -138.00 15000.00  10000.00 -240.00 15000.00  11000.00 -159.00 15000.00  12000.00 -189.00 15000.00  13000.00 -114.00 15000.00  14000.00 -84.00 15000.00  15000.00 -108.00 15000.00  16000.00 -180.00 15000.00  17000.00 -210.00 15000.00  18000.00 -306.00 15000.00  19000.00 -309.00 15000.00  20000.00 -267.00 15000.00  21000.00 -243.00 15000.00  22000.00 -195.00 15000.00  23000.00 -384.00 15000.00  24000.00 -300.00 15000.00  25000.00 -258.00 15000.00  
		-25000.00 -75.00 14000.00  -24000.00 -204.00 14000.00  -23000.00 -204.00 14000.00  -22000.00 -177.00 14000.00  -21000.00 -294.00 14000.00  -20000.00 -252.00 14000.00  -19000.00 -240.00 14000.00  -18000.00 -171.00 14000.00  -17000.00 -198.00 14000.00  -16000.00 -222.00 14000.00  -15000.00 -297.00 14000.00  -14000.00 -282.00 14000.00  -13000.00 -300.00 14000.00  -12000.00 -270.00 14000.00  -11000.00 -255.00 14000.00  -10000.00 -237.00 14000.00  -9000.00 -96.00 14000.00  -8000.00 -84.00 14000.00  -7000.00 -78.00 14000.00  -6000.00 -111.00 14000.00  -5000.00 -114.00 14000.00  -4000.00 -282.00 14000.00  -3000.00 -348.00 14000.00  -2000.00 -324.00 14000.00  -1000.00 -222.00 14000.00  0.00 -228.00 14000.00  1000.00 -180.00 14000.00  2000.00 -93.00 14000.00  3000.00 -102.00 14000.00  4000.00 -234.00 14000.00  5000.00 -270.00 14000.00  6000.00 -261.00 14000.00  7000.00 -93.00 14000.00  8000.00 -150.00 14000.00  9000.00 -174.00 14000.00  10000.00 -231.00 14000.00  11000.00 -162.00 14000.00  12000.00 -192.00 14000.00  13000.00 -240.00 14000.00  14000.00 -213.00 14000.00  15000.00 -177.00 14000.00  16000.00 -246.00 14000.00  17000.00 -285.00 14000.00  18000.00 -246.00 14000.00  19000.00 -231.00 14000.00  20000.00 -312.00 14000.00  21000.00 -360.00 14000.00  22000.00 -312.00 14000.00  23000.00 -480.00 14000.00  24000.00 -366.00 14000.00  25000.00 -327.00 14000.00  
